Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches,Gls_pct,xG_pct,npxG_pct,Ast_pct,xAG_pct,Sh/90_pct,SoT/90_pct,PrgC_pct,PrgP_pct,PrgR_pct,Cmp%_pct,KP_pct,xA_pct,TklW_pct,Int_pct,Tkl+Int_pct,Clr_pct,Succ%_pct,Carries_pct,Touches_pct
Jorginho,Arsenal,eng Premier League,MF,704,0,0.1,0.1,0,0.4,0.26,0.0,12,48,6,86.7,3,0.6,4,7,19,2,25.0,302,522,0.17615176151761516,0.0989159891598916,0.0989159891598916,0.17344173441734417,0.21002710027100271,0.14498644986449866,0.06639566395663957,0.2682926829268293,0.37262872628726285,0.21002710027100271,0.7804878048780488,0.15040650406504066,0.2777777777777778,0.1111111111111111,0.3224932249322493,0.21002710027100271,0.01084010840108401,0.08595988538681948,0.17208672086720866,0.15176151761517614
Diogo Jota,Liverpool,eng Premier League,FW,1196,6,7.9,7.9,3,1.8,3.84,0.98,37,34,88,69.7,11,1.1,8,8,22,6,33.3,263,485,0.8455284552845529,0.907859078590786,0.926829268292683,0.7439024390243902,0.5948509485094851,0.997289972899729,0.8807588075880759,0.6422764227642277,0.26287262872628725,0.6897018970189702,0.11517615176151762,0.4132791327913279,0.44173441734417346,0.23848238482384823,0.3617886178861789,0.2601626016260163,0.06504065040650407,0.1991404011461318,0.12059620596205962,0.12601626016260162
Anthony Jung,Werder Bremen,de Bundesliga,DF,1898,0,0.0,0.0,0,0.1,0.05,0.0,20,121,6,89.6,2,0.5,22,25,59,77,77.8,1044,1695,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.09545454545454546,0.08484848484848485,0.07272727272727272,0.49393939393939396,0.8696969696969697,0.1893939393939394,0.9363636363636364,0.09848484848484848,0.18636363636363637,0.7121212121212122,0.8075757575757576,0.740909090909091,0.8166666666666667,0.9225806451612903,0.906060606060606,0.8424242424242424
Josip Juranović,Union Berlin,de Bundesliga,"DF,MF",1159,0,0.3,0.3,1,1.8,0.47,0.16,19,52,45,64.5,27,2.7,13,7,28,42,45.8,307,709,0.16515151515151516,0.16515151515151516,0.16818181818181818,0.4575757575757576,0.6439393939393939,0.2409090909090909,0.3621212121212121,0.46515151515151515,0.48484848484848486,0.4863636363636364,0.0696969696969697,0.8196969696969697,0.7439393939393939,0.453030303030303,0.3242424242424242,0.37272727272727274,0.6,0.5306451612903226,0.23636363636363636,0.296969696969697
David Jurásek,Hoffenheim,de Bundesliga,DF,619,0,0.1,0.1,1,0.9,0.73,0.29,17,22,42,69.9,7,0.9,3,6,12,17,25.0,238,499,0.16515151515151516,0.10151515151515152,0.10454545454545454,0.4575757575757576,0.37575757575757573,0.39545454545454545,0.5515151515151515,0.42424242424242425,0.17575757575757575,0.4621212121212121,0.2015151515151515,0.29545454545454547,0.30757575757575756,0.11666666666666667,0.28939393939393937,0.15757575757575756,0.30606060606060603,0.06935483870967742,0.12121212121212122,0.15151515151515152
James Justin,Leicester City,eng Premier League,DF,2912,2,1.5,1.5,2,0.8,0.77,0.19,39,91,96,78.2,14,0.8,37,46,104,141,30.0,866,1948,0.6029810298102981,0.516260162601626,0.516260162601626,0.6273712737127372,0.33875338753387535,0.44308943089430897,0.4146341463414634,0.6639566395663956,0.7140921409214093,0.7303523035230353,0.3983739837398374,0.491869918699187,0.35365853658536583,0.8685636856368564,0.9715447154471545,0.9146341463414634,0.9417344173441734,0.12607449856733524,0.7655826558265583,0.8794037940379403
Pavel Kadeřábek,Hoffenheim,de Bundesliga,DF,1576,2,0.8,0.8,0,2.0,0.8,0.17,15,47,86,70.1,21,1.7,14,20,45,54,62.5,456,1016,0.6060606060606061,0.31363636363636366,0.3196969696969697,0.1712121212121212,0.6787878787878788,0.4636363636363636,0.37575757575757573,0.36666666666666664,0.42727272727272725,0.6954545454545454,0.21666666666666667,0.706060606060606,0.5333333333333333,0.4893939393939394,0.7181818181818181,0.5924242424242424,0.6848484848484848,0.8274193548387097,0.4015151515151515,0.5363636363636364
Daichi Kamada,Crystal Palace,eng Premier League,MF,1564,0,1.1,1.1,0,1.9,1.15,0.23,25,89,56,80.2,20,1.6,29,18,65,14,36.8,485,937,0.17615176151761516,0.41192411924119243,0.4146341463414634,0.17344173441734417,0.6165311653116531,0.5745257452574526,0.47560975609756095,0.4986449864498645,0.6991869918699187,0.5420054200542005,0.48509485094850946,0.6476964769647696,0.5934959349593496,0.7588075880758808,0.6436314363143631,0.6978319783197832,0.25474254742547425,0.2707736389684814,0.3794037940379404,0.4173441734417344
Boubacar Kamara,Aston Villa,eng Premier League,MF,1726,1,0.8,0.8,0,0.9,0.52,0.16,19,85,7,88.6,11,0.8,21,19,69,51,33.3,591,1113,0.44579945799457993,0.34146341463414637,0.34417344173441733,0.17344173441734417,0.3617886178861789,0.3089430894308943,0.3821138211382114,0.4092140921409214,0.6761517615176151,0.23170731707317074,0.8726287262872628,0.4132791327913279,0.35365853658536583,0.5962059620596206,0.6653116531165312,0.7398373983739838,0.6951219512195121,0.1991404011461318,0.4823848238482385,0.5230352303523035
Jakub Kamiński,Wolfsburg,de Bundesliga,"DF,MF",1130,0,0.9,0.9,2,3.3,1.19,0.24,41,40,69,70.4,24,3.6,8,13,30,23,36.4,301,603,0.16515151515151516,0.35,0.3560606060606061,0.656060606060606,0.8227272727272728,0.6121212121212121,0.48787878787878786,0.7863636363636364,0.3515151515151515,0.6090909090909091,0.23484848484848486,0.7636363636363637,0.8257575757575758,0.24696969696969698,0.5454545454545454,0.38636363636363635,0.39090909090909093,0.23870967741935484,0.2196969696969697,0.23939393939393938
Kevin Kampl,RB Leipzig,de Bundesliga,MF,1593,1,0.8,0.8,0,1.4,0.4,0.11,21,106,32,89.0,16,2.7,18,24,51,25,68.4,793,1316,0.42727272727272725,0.31363636363636366,0.3196969696969697,0.1712121212121212,0.5454545454545454,0.20454545454545456,0.27121212121212124,0.5212121212121212,0.806060606060606,0.3939393939393939,0.9227272727272727,0.5969696969696969,0.7439393939393939,0.6121212121212121,0.7909090909090909,0.6606060606060606,0.4257575757575758,0.8903225806451613,0.7606060606060606,0.6954545454545454
Harry Kane,Bayern Munich,de Bundesliga,FW,2381,26,20.3,13.3,9,5.3,3.97,1.7,29,97,143,78.9,35,5.6,11,2,15,16,43.4,513,917,1.0,0.9939393939393939,0.9939393939393939,0.9818181818181818,0.9424242424242424,0.990909090909091,0.9939393939393939,0.6666666666666666,0.7575757575757576,0.8924242424242425,0.5742424242424242,0.896969696969697,0.9348484848484848,0.36666666666666664,0.13787878787878788,0.18787878787878787,0.2833333333333333,0.432258064516129,0.49696969696969695,0.4636363636363636
Atakan Karazor,Stuttgart,de Bundesliga,MF,2618,2,2.3,2.0,4,2.6,0.48,0.24,19,140,33,86.6,15,2.5,29,32,91,51,57.1,1112,2124,0.6060606060606061,0.6742424242424242,0.6424242424242425,0.843939393939394,0.7439393939393939,0.25,0.48787878787878786,0.46515151515151515,0.9151515151515152,0.403030303030303,0.8454545454545455,0.5757575757575758,0.7136363636363636,0.8803030303030303,0.8878787878787879,0.9363636363636364,0.6606060606060606,0.7645161290322581,0.9242424242424242,0.9424242424242424
Michael Keane,Everton,eng Premier League,DF,1049,3,0.6,0.6,0,0.1,0.86,0.34,1,14,3,82.8,2,0.0,9,16,28,65,0.0,229,513,0.7059620596205962,0.26558265582655827,0.2682926829268293,0.17344173441734417,0.0989159891598916,0.4905149051490515,0.5799457994579946,0.08265582655826559,0.10569105691056911,0.15989159891598917,0.6178861788617886,0.10569105691056911,0.03116531165311653,0.27371273712737126,0.6151761517615176,0.3346883468834688,0.7682926829268293,0.012893982808022923,0.09620596205962059,0.13821138211382114
Caoimhín Kelleher,Liverpool,eng Premier League,GK,900,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,75.7,0,0.0,0,0,0,1,100.0,290,398,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.3021680216802168,0.023035230352303523,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.014905149051490514,0.0027100271002710027,0.9699140401146131,0.14905149051490515,0.07994579945799458
Aljoscha Kemlein,Union Berlin,de Bundesliga,MF,922,1,0.9,0.9,0,0.6,1.07,0.29,5,42,19,75.5,10,0.7,4,6,16,15,66.7,260,549,0.42727272727272725,0.35,0.3560606060606061,0.1712121212121212,0.2787878787878788,0.5772727272727273,0.5515151515151515,0.16363636363636364,0.37424242424242427,0.30757575757575756,0.4257575757575758,0.3924242424242424,0.25757575757575757,0.1409090909090909,0.28939393939393937,0.20909090909090908,0.2590909090909091,0.8661290322580645,0.15151515151515152,0.18787878787878787
Luca Kerber,Heidenheim,de Bundesliga,"MF,DF",783,2,0.6,0.6,0,0.7,0.8,0.57,1,16,12,73.7,6,0.4,16,5,31,25,20.0,175,364,0.6060606060606061,0.24696969696969698,0.2545454545454545,0.1712121212121212,0.31212121212121213,0.4636363636363636,0.7166666666666667,0.08787878787878788,0.11666666666666667,0.25,0.35454545454545455,0.2515151515151515,0.14545454545454545,0.5424242424242425,0.2515151515151515,0.4015151515151515,0.4257575757575758,0.043548387096774194,0.03939393939393939,0.0696969696969697
Milos Kerkez,Bournemouth,eng Premier League,DF,3336,2,0.6,0.5,5,3.9,0.51,0.13,106,159,197,75.8,35,2.6,26,45,97,106,45.8,1094,2158,0.6029810298102981,0.26558265582655827,0.23577235772357724,0.8699186991869918,0.8238482384823849,0.2994579945799458,0.31842818428184283,0.9376693766937669,0.9376693766937669,0.9200542005420054,0.3116531165311653,0.8306233062330624,0.7560975609756098,0.7113821138211383,0.9661246612466124,0.8956639566395664,0.8888888888888888,0.5501432664756447,0.8753387533875339,0.9295392953929539
Bilal El Khannouss,Leicester City,eng Premier League,"MF,FW",2182,2,1.3,1.3,3,4.6,1.24,0.29,73,128,89,75.1,42,3.1,30,6,56,10,56.7,732,1268,0.6029810298102981,0.47289972899729,0.47560975609756095,0.7439024390243902,0.8631436314363143,0.6056910569105691,0.524390243902439,0.8617886178861789,0.8590785907859079,0.6951219512195121,0.2777777777777778,0.8780487804878049,0.8089430894308943,0.7764227642276422,0.2791327913279133,0.6178861788617886,0.15853658536585366,0.8051575931232091,0.6233062330623306,0.6151761517615176
Rani Khedira,Union Berlin,de Bundesliga,MF,2723,1,1.4,1.4,1,0.6,0.46,0.03,12,80,34,73.7,12,1.0,40,44,112,55,45.5,506,1246,0.42727272727272725,0.4909090909090909,0.5,0.4575757575757576,0.2787878787878788,0.23030303030303031,0.15,0.3106060606060606,0.6848484848484848,0.41515151515151516,0.35454545454545455,0.4818181818181818,0.33636363636363636,0.956060606060606,0.9651515151515152,0.9803030303030303,0.693939393939394,0.5161290322580645,0.48484848484848486,0.6575757575757576
Max Kilman,West Ham,eng Premier League,DF,3348,0,1.6,1.6,1,1.2,0.35,0.05,31,113,6,86.7,16,1.2,24,38,77,212,72.7,1270,2374,0.17615176151761516,0.540650406504065,0.540650406504065,0.44986449864498645,0.44986449864498645,0.1842818428184282,0.15989159891598917,0.5799457994579946,0.7913279132791328,0.21002710027100271,0.7804878048780488,0.551490514905149,0.47560975609756095,0.6680216802168022,0.9322493224932249,0.7859078590785907,0.989159891598916,0.9111747851002865,0.9322493224932249,0.962059620596206
Joshua Kimmich,Bayern Munich,de Bundesliga,MF,2847,3,1.8,1.8,7,7.4,1.07,0.32,51,362,77,89.5,83,10.5,29,25,72,34,54.5,2399,3867,0.7318181818181818,0.5984848484848485,0.6045454545454545,0.9484848484848485,0.9878787878787879,0.5772727272727273,0.5893939393939394,0.8575757575757575,1.0,0.6636363636363637,0.9318181818181818,0.996969696969697,0.996969696969697,0.8803030303030303,0.8075757575757576,0.8409090909090909,0.5363636363636364,0.717741935483871,1.0,1.0
Jakub Kiwior,Arsenal,eng Premier League,DF,1122,1,0.2,0.2,0,0.3,0.24,0.08,5,48,1,91.4,5,0.3,8,6,28,58,60.0,492,846,0.44579945799457993,0.12737127371273713,0.12737127371273713,0.17344173441734417,0.17750677506775067,0.13550135501355012,0.21680216802168023,0.13685636856368563,0.37262872628726285,0.10298102981029811,0.948509485094851,0.2181571815718157,0.17344173441734417,0.23848238482384823,0.2791327913279133,0.3346883468834688,0.7439024390243902,0.839541547277937,0.3888888888888889,0.34959349593495936
Tim Kleindienst,Gladbach,de Bundesliga,FW,2737,16,13.6,11.9,7,6.2,2.4,1.18,45,63,145,60.9,29,4.0,15,12,42,66,37.8,545,1149,0.9878787878787879,0.9848484848484849,0.9833333333333333,0.9484848484848485,0.9575757575757575,0.8545454545454545,0.9363636363636364,0.8181818181818182,0.5893939393939394,0.9,0.024242424242424242,0.8515151515151516,0.8545454545454545,0.5166666666666667,0.509090909090909,0.5484848484848485,0.7727272727272727,0.27419354838709675,0.5590909090909091,0.6181818181818182
Lukas Klostermann,RB Leipzig,de Bundesliga,DF,1838,1,0.3,0.3,0,0.1,0.2,0.1,16,83,26,88.4,2,0.7,14,24,51,143,80.0,752,1472,0.42727272727272725,0.16515151515151516,0.16818181818181818,0.1712121212121212,0.09545454545454546,0.10151515151515152,0.2545454545454545,0.396969696969697,0.6909090909090909,0.35,0.9090909090909091,0.09848484848484848,0.25757575757575757,0.4893939393939394,0.7909090909090909,0.6606060606060606,0.9515151515151515,0.9306451612903226,0.7242424242424242,0.7636363636363637
Justin Kluivert,Bournemouth,eng Premier League,MF,2340,12,10.3,5.6,6,4.8,2.19,0.88,81,105,173,74.4,45,3.7,11,14,37,24,41.4,646,1086,0.962059620596206,0.9498644986449865,0.8563685636856369,0.907859078590786,0.8780487804878049,0.8373983739837398,0.8482384823848238,0.8834688346883469,0.7588075880758808,0.8943089430894309,0.25203252032520324,0.9010840108401084,0.8509485094850948,0.3346883468834688,0.5704607046070461,0.44850948509485095,0.4363143631436314,0.4040114613180516,0.5501355013550135,0.5040650406504065
Ansgar Knauff,Eint Frankfurt,de Bundesliga,"MF,DF",1597,4,4.9,4.9,5,5.2,1.69,0.51,53,58,146,66.7,27,4.5,22,12,53,24,46.4,435,775,0.7924242424242425,0.8560606060606061,0.8651515151515151,0.8924242424242425,0.9363636363636364,0.7181818181818181,0.6818181818181818,0.8787878787878788,0.5393939393939394,0.9030303030303031,0.11515151515151516,0.8196969696969697,0.8909090909090909,0.7121212121212122,0.509090909090909,0.6772727272727272,0.4075757575757576,0.5451612903225806,0.36666666666666664,0.3424242424242424
Magnus Knudsen,Holstein Kiel,de Bundesliga,MF,1850,0,0.7,0.7,1,1.3,0.58,0.19,16,54,25,84.0,8,2.0,29,12,60,44,56.3,488,987,0.16515151515151516,0.2787878787878788,0.2878787878787879,0.4575757575757576,0.5196969696969697,0.30606060606060603,0.39545454545454545,0.396969696969697,0.5106060606060606,0.34545454545454546,0.7651515151515151,0.33181818181818185,0.6348484848484849,0.8803030303030303,0.509090909090909,0.753030303030303,0.6136363636363636,0.7483870967741936,0.4575757575757576,0.5151515151515151
Gregor Kobel,Dortmund,de Bundesliga,GK,2880,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,80.0,1,0.0,0,1,1,23,100.0,831,1312,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.045454545454545456,0.04090909090909091,0.6015151515151516,0.06666666666666667,0.01818181818181818,0.03484848484848485,0.10303030303030303,0.05909090909090909,0.39090909090909093,0.9741935483870968,0.796969696969697,0.6909090909090909
Robin Koch,Eint Frankfurt,de Bundesliga,DF,2586,3,1.7,1.7,0,0.2,0.52,0.21,9,93,4,90.7,7,0.5,11,25,49,197,33.3,1244,2148,0.7318181818181818,0.5742424242424242,0.5803030303030303,0.1712121212121212,0.1409090909090909,0.2818181818181818,0.4318181818181818,0.24242424242424243,0.7333333333333333,0.14696969696969697,0.9636363636363636,0.29545454545454547,0.18636363636363637,0.36666666666666664,0.8075757575757576,0.6409090909090909,0.9939393939393939,0.1774193548387097,0.9424242424242424,0.9515151515151515
Derrick Köhn,Werder Bremen,de Bundesliga,"DF,FW",1343,2,0.7,0.7,2,1.6,0.87,0.27,36,39,122,79.3,16,2.0,10,10,30,26,36.6,549,908,0.6060606060606061,0.2787878787878788,0.2878787878787879,0.656060606060606,0.5954545454545455,0.5045454545454545,0.5151515151515151,0.7439393939393939,0.3409090909090909,0.8242424242424242,0.5848484848484848,0.5969696969696969,0.6348484848484849,0.3106060606060606,0.44393939393939397,0.38636363636363635,0.44545454545454544,0.24838709677419354,0.5636363636363636,0.45151515151515154
Dominik Kohr,Mainz 05,de Bundesliga,"DF,MF",2295,2,1.6,1.6,0,0.6,0.51,0.2,26,101,31,81.1,11,1.7,46,42,104,127,55.6,835,1693,0.6060606060606061,0.5484848484848485,0.5575757575757576,0.1712121212121212,0.2787878787878788,0.2696969696969697,0.4121212121212121,0.6212121212121212,0.7727272727272727,0.38636363636363635,0.6590909090909091,0.43787878787878787,0.5333333333333333,0.990909090909091,0.9575757575757575,0.9727272727272728,0.9242424242424242,0.7354838709677419,0.8,0.8393939393939394
Marco Komenda,Holstein Kiel,de Bundesliga,DF,1307,0,0.1,0.1,0,0.8,0.21,0.0,13,53,16,78.8,9,0.8,17,6,32,68,100.0,440,905,0.16515151515151516,0.10151515151515152,0.10454545454545454,0.1712121212121212,0.34545454545454546,0.11212121212121212,0.07272727272727272,0.32575757575757575,0.5015151515151515,0.28484848484848485,0.5666666666666667,0.3575757575757576,0.2878787878787879,0.5818181818181818,0.28939393939393937,0.41363636363636364,0.7818181818181819,0.9741935483870968,0.37575757575757573,0.4484848484848485
Mert Kömür,Augsburg,de Bundesliga,MF,654,2,1.1,1.1,1,1.5,1.79,0.96,18,11,46,71.9,13,1.3,2,3,6,7,54.5,185,313,0.6060606060606061,0.403030303030303,0.4121212121212121,0.4575757575757576,0.5666666666666667,0.7378787878787879,0.8742424242424243,0.44393939393939397,0.08484848484848485,0.4984848484848485,0.3,0.5166666666666667,0.4393939393939394,0.09696969696969697,0.1696969696969697,0.1,0.08787878787878788,0.717741935483871,0.05454545454545454,0.03636363636363636
Ibrahima Konaté,Liverpool,eng Premier League,DF,2560,1,1.7,1.7,2,1.0,0.67,0.11,25,115,3,90.2,10,0.9,26,17,57,133,50.0,1290,2185,0.44579945799457993,0.5636856368563685,0.5636856368563685,0.6273712737127372,0.3875338753387534,0.3902439024390244,0.2777777777777778,0.4986449864498645,0.7967479674796748,0.15989159891598917,0.9200542005420054,0.38482384823848237,0.38346883468834686,0.7113821138211383,0.6300813008130082,0.6260162601626016,0.9281842818428184,0.6848137535816619,0.948509485094851,0.9322493224932249
Ezri Konsa,Aston Villa,eng Premier League,DF,2936,2,1.3,1.3,0,0.4,0.34,0.15,24,90,11,92.9,6,0.6,18,24,58,114,44.4,1132,1915,0.6029810298102981,0.47289972899729,0.47560975609756095,0.17344173441734417,0.21002710027100271,0.17479674796747968,0.35772357723577236,0.489159891598916,0.7073170731707317,0.2804878048780488,0.9796747967479674,0.24932249322493225,0.2777777777777778,0.505420054200542,0.7791327913279132,0.6368563685636857,0.8997289972899729,0.4871060171919771,0.8997289972899729,0.8685636856368564
