Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches
Destiny Udogie,Tottenham,eng Premier League,DF,1924,0,0.3,0.3,1,1.5,0.23,0.05,54,121,94,87.2,16,1.2,47,22,97,36,40.6,758,1376
Manuel Ugarte Ribeiro,Manchester Utd,eng Premier League,MF,1785,1,1.0,1.0,2,1.1,0.96,0.2,16,61,20,87.9,10,0.7,49,27,104,17,56.3,668,1161
Lesley Ugochukwu,Southampton,eng Premier League,MF,1655,1,0.9,0.9,1,1.0,0.54,0.05,29,49,20,85.0,14,0.6,24,14,64,23,67.9,479,879
Lukas Ullrich,Gladbach,de Bundesliga,DF,1903,1,0.9,0.9,2,1.8,0.38,0.09,31,39,71,76.1,8,1.9,16,23,48,74,33.3,531,1073
Deniz Undav,Stuttgart,de Bundesliga,"FW,MF",1726,9,11.7,11.7,3,3.6,3.91,1.62,31,70,141,73.2,26,3.8,10,3,14,10,41.7,469,797
Dayot Upamecano,Bayern Munich,de Bundesliga,DF,1759,2,1.2,1.2,0,0.5,0.67,0.31,17,137,4,93.9,7,1.2,22,34,70,45,50.0,1440,2101
Jonas Urbig,Bayern Munich,de Bundesliga,GK,720,0,0.0,0.0,0,0.0,0.0,0.0,0,3,0,81.1,0,0.1,0,0,0,9,,201,310
Can Uzun,Eint Frankfurt,de Bundesliga,"MF,FW",675,4,3.0,3.0,1,1.1,3.6,1.47,11,42,45,79.9,14,1.1,4,1,11,3,50.0,265,395
Josha Vagnoman,Stuttgart,de Bundesliga,"DF,MF",1834,1,1.5,1.5,1,2.1,0.74,0.29,24,47,96,80.4,22,2.2,14,14,40,57,28.6,541,1105
Siebe Van Der Heyden,St. Pauli,de Bundesliga,"DF,MF",872,1,1.7,1.7,0,0.0,0.31,0.21,10,28,26,79.3,2,0.2,10,17,34,43,20.0,265,602
Virgil van Dijk,Liverpool,eng Premier League,DF,3330,3,2.2,2.2,1,0.7,0.73,0.22,22,198,6,91.6,12,1.0,20,56,94,190,60.0,1856,3301
Jamie Vardy,Leicester City,eng Premier League,FW,2823,9,11.2,9.6,4,3.0,1.79,0.73,29,22,120,66.3,19,2.6,13,5,24,24,47.8,285,586
Nikola Vasilj,St. Pauli,de Bundesliga,GK,2969,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,73.6,1,0.2,0,0,0,22,100.0,909,1493
Denis Vavro,Wolfsburg,de Bundesliga,DF,2461,2,1.4,1.4,0,0.2,0.91,0.22,9,96,3,86.9,7,0.5,13,37,58,234,50.0,1036,1901
Miloš Veljković,Werder Bremen,de Bundesliga,DF,1029,0,0.6,0.6,1,0.2,0.17,0.09,9,64,2,86.7,3,0.6,5,2,12,47,,460,738
Joël Veltman,Brighton,eng Premier League,DF,1697,0,0.5,0.5,0,0.5,0.32,0.05,32,85,34,80.2,6,1.3,29,19,62,66,26.7,548,1133
Micky van de Ven,Tottenham,eng Premier League,DF,1015,0,0.6,0.6,2,1.2,0.53,0.18,8,51,1,90.9,2,0.7,6,10,20,39,50.0,620,895
Bart Verbruggen,Brighton,eng Premier League,GK,3240,0,0.0,0.0,1,0.0,0.0,0.0,0,2,0,76.9,1,0.0,0,0,0,29,100.0,955,1406
Arthur Vermeeren,RB Leipzig,de Bundesliga,MF,1572,0,0.4,0.4,2,0.9,0.23,0.06,14,77,20,86.1,12,1.3,19,23,55,25,40.0,536,1109
Yorbe Vertessen,Union Berlin,de Bundesliga,"MF,FW",718,1,1.3,1.3,0,1.6,3.38,0.63,18,16,42,66.2,15,1.8,3,3,9,6,37.3,194,342
Jannik Vestergaard,Leicester City,eng Premier League,DF,1391,0,0.1,0.1,0,0.1,0.19,0.13,3,32,2,90.7,3,0.1,10,16,38,74,100.0,672,1092
Guglielmo Vicario,Tottenham,eng Premier League,GK,2160,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,87.4,0,0.0,0,1,1,14,100.0,661,928
Kevin Vogt,Union Berlin,de Bundesliga,DF,1367,1,0.8,0.0,0,0.0,0.0,0.0,11,70,2,88.1,2,0.3,8,9,21,75,80.0,560,1030
Hauke Wahl,St. Pauli,de Bundesliga,DF,2970,0,0.9,0.9,0,0.5,0.33,0.12,30,142,10,86.6,9,1.6,27,31,67,170,80.0,1040,2096
Kyle Walker,Manchester City,eng Premier League,DF,970,0,0.1,0.1,0,0.4,0.46,0.19,12,64,11,87.7,7,1.3,10,3,20,13,50.0,499,892
Kyle Walker-Peters,Southampton,eng Premier League,DF,2918,0,0.8,0.8,2,2.8,0.62,0.19,114,139,144,88.2,24,2.3,29,19,63,90,41.3,1271,2022
Christian Walton,Ipswich Town,eng Premier League,GK,630,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,69.4,1,0.0,0,0,0,2,,143,272
Aaron Wan-Bissaka,West Ham,eng Premier League,DF,3154,2,1.2,1.2,5,3.5,0.46,0.14,110,149,167,81.1,33,2.8,49,66,136,125,52.5,1092,2256
Paul Wanner,Heidenheim,de Bundesliga,"MF,FW",1771,3,3.7,2.9,2,1.3,1.22,0.25,28,64,65,73.1,20,1.8,27,4,44,20,42.4,496,935
James Ward-Prowse,West Ham,eng Premier League,MF,1039,1,1.6,1.6,1,1.9,1.13,0.43,11,54,9,88.2,20,1.8,14,8,28,15,40.0,427,849
Ollie Watkins,Aston Villa,eng Premier League,FW,2598,16,15.3,13.8,8,3.3,2.84,1.25,55,31,165,72.4,24,2.1,7,8,18,15,24.4,409,695
Adam Webster,Brighton,eng Premier League,DF,887,0,0.2,0.2,0,0.5,0.51,0.1,8,63,2,87.7,3,0.3,6,20,30,41,33.3,476,824
Julian Weigl,Gladbach,de Bundesliga,MF,2881,0,0.7,0.7,2,1.1,0.59,0.19,11,122,9,88.3,11,1.9,25,48,101,86,87.5,1061,2075
Timon Weiner,Holstein Kiel,de Bundesliga,GK,2250,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,68.8,0,0.0,0,0,0,17,,540,1068
Nelson Weiper,Mainz 05,de Bundesliga,"FW,MF",704,3,4.1,4.1,2,1.9,2.81,1.53,12,13,62,67.1,10,0.7,4,2,7,5,47.6,149,311
Mitchell Weiser,Werder Bremen,de Bundesliga,"DF,MF",2868,5,5.4,5.4,9,4.7,1.35,0.47,65,125,200,73.9,42,5.4,40,22,83,61,41.7,990,1949
Noah Weißhaupt,St. Pauli,de Bundesliga,"FW,MF",1160,1,2.1,2.1,0,1.8,1.4,0.31,42,33,94,62.3,18,1.8,4,2,8,8,34.2,306,509
Danny Welbeck,Brighton,eng Premier League,FW,2115,10,9.6,8.8,4,1.4,2.51,0.98,21,47,95,84.9,23,1.4,16,5,31,14,35.1,448,726
Adam Wharton,Crystal Palace,eng Premier League,MF,1318,0,0.4,0.4,2,3.0,0.89,0.34,14,107,11,75.6,26,2.2,14,20,54,27,20.0,430,872
Ben White,Arsenal,eng Premier League,DF,1198,0,0.5,0.5,2,1.4,0.68,0.15,23,59,42,83.8,10,1.4,14,16,36,44,0.0,394,813
Mats Wieffer,Brighton,eng Premier League,"DF,MF",1015,1,0.8,0.8,3,1.6,0.8,0.35,18,62,23,85.1,16,1.0,34,17,75,28,46.7,483,867
Neco Williams,Nott'ham Forest,eng Premier League,DF,2594,1,2.3,2.3,3,1.6,1.28,0.24,68,89,103,75.5,18,1.5,57,31,121,137,39.1,650,1565
Joe Willock,Newcastle Utd,eng Premier League,"MF,FW",1086,0,1.6,1.6,2,2.1,1.49,0.25,38,41,86,82.6,22,0.9,17,6,36,7,34.3,325,533
Harry Wilson,Fulham,eng Premier League,"FW,MF",1162,6,4.2,4.2,1,1.1,3.33,1.32,22,51,96,73.3,20,1.2,14,7,27,10,37.5,342,598
Patrick Wimmer,Wolfsburg,de Bundesliga,"MF,FW",1770,3,3.7,3.7,4,2.9,2.08,0.51,46,91,75,65.7,24,3.4,35,32,79,15,53.6,504,920
Jonas Wind,Wolfsburg,de Bundesliga,"FW,MF",1966,9,5.7,4.0,3,4.2,1.74,0.5,17,100,94,70.6,34,4.7,6,6,16,15,30.0,450,810
Harry Winks,Leicester City,eng Premier League,MF,1538,0,0.2,0.2,2,1.2,0.59,0.23,19,101,11,87.1,17,1.5,11,9,33,20,25.0,696,1158
Florian Wirtz,Leverkusen,de Bundesliga,"MF,FW",2351,10,9.4,6.1,12,7.0,2.83,1.34,131,176,309,78.3,57,9.4,20,10,42,6,49.1,1217,2096
Yoane Wissa,Brentford,eng Premier League,FW,2919,19,18.5,18.5,4,2.6,2.77,1.26,60,67,154,76.5,27,1.8,12,8,30,21,30.6,550,925
Dani de Wit,Bochum,de Bundesliga,"MF,FW",1153,2,2.1,2.1,1,0.5,1.56,0.55,5,33,37,72.0,10,0.5,17,12,41,23,12.5,244,558
Maximilian Wittek,Bochum,de Bundesliga,DF,2706,0,1.4,1.4,0,4.4,1.36,0.23,47,141,83,70.6,46,6.2,42,27,92,89,40.0,769,1882
Marius Wolf,Augsburg,de Bundesliga,DF,2144,1,0.7,0.7,3,3.2,0.5,0.08,36,117,95,68.5,45,4.4,16,24,51,51,44.2,627,1427
Nick Woltemade,Stuttgart,de Bundesliga,"FW,MF",1622,12,10.2,8.0,2,4.6,2.55,1.28,31,52,141,70.6,37,3.4,7,1,11,15,43.7,470,788
Jeong Woo-yeong,Union Berlin,de Bundesliga,"MF,FW",1263,3,2.8,2.8,2,1.7,1.78,0.43,32,63,93,75.3,18,2.1,7,11,21,11,57.1,386,621
Chris Wood,Nott'ham Forest,eng Premier League,FW,2959,20,13.4,11.0,3,2.6,1.98,0.97,14,42,94,64.3,22,1.5,5,5,11,29,30.8,376,770
Nathan Wood-Gordon,Southampton,eng Premier League,DF,773,0,0.2,0.2,0,0.0,0.23,0.0,2,17,0,93.3,1,0.0,8,5,19,39,66.7,313,564
Luke Woolfenden,Ipswich Town,eng Premier League,DF,1187,0,0.0,0.0,0,0.0,0.08,0.0,7,15,0,88.3,0,0.0,6,19,28,76,,368,694
Granit Xhaka,Leverkusen,de Bundesliga,MF,2888,2,0.9,0.9,7,4.4,0.65,0.09,42,318,72,89.7,50,5.1,26,12,60,52,43.8,1611,3052
Yehor Yarmoliuk,Brentford,eng Premier League,MF,1450,0,0.6,0.6,0,0.9,0.56,0.12,15,63,47,87.0,9,0.9,28,13,62,33,48.1,520,960
Ryan Yates,Nott'ham Forest,eng Premier League,MF,1915,2,2.3,2.3,1,1.2,1.55,0.42,18,53,16,81.5,18,0.5,21,26,68,61,50.0,425,1041
Leny Yoro,Manchester Utd,eng Premier League,DF,1165,0,0.7,0.7,0,0.1,0.39,0.08,19,52,4,92.4,2,0.2,11,18,47,43,50.0,614,894
Ashley Young,Everton,eng Premier League,DF,1875,1,0.3,0.3,3,2.3,0.29,0.14,24,90,32,70.9,26,2.9,33,25,83,64,35.0,487,1194
Illia Zabarnyi,Bournemouth,eng Premier League,DF,3109,0,1.3,1.3,1,0.7,0.35,0.03,27,140,4,82.1,12,0.8,36,41,93,182,66.7,1282,2062
David Zec,Holstein Kiel,de Bundesliga,DF,1541,2,1.2,1.2,0,0.5,0.64,0.29,3,34,2,87.7,8,0.3,10,17,40,93,55.6,527,1049
Robin Zentner,Mainz 05,de Bundesliga,GK,2880,0,0.0,0.0,0,0.3,0.03,0.0,0,2,0,62.9,3,0.2,1,0,2,31,,751,1287
Cedric Zesiger,Augsburg,de Bundesliga,DF,1221,0,1.2,1.2,2,1.3,0.74,0.15,4,40,7,78.6,7,1.1,7,21,34,96,25.0,398,771
Michael Zetterer,Werder Bremen,de Bundesliga,GK,3060,0,0.0,0.0,0,0.0,0.0,0.0,0,3,0,78.2,0,0.1,0,1,1,10,100.0,1000,1391
Joshua Zirkzee,Manchester Utd,eng Premier League,"FW,MF",1402,3,4.8,4.8,1,1.5,1.8,0.71,14,44,69,71.2,12,1.1,8,6,20,8,31.4,327,587
Budu Zivzivadze,Heidenheim,de Bundesliga,FW,958,2,1.7,1.7,3,1.5,2.07,0.85,11,20,43,69.3,12,1.4,11,3,20,7,30.0,185,332
Martin Ødegaard,Arsenal,eng Premier League,MF,2325,3,4.8,4.0,8,5.4,1.86,0.58,92,258,154,82.5,63,6.7,11,6,25,6,42.4,1174,1694
