player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches
Oliver Scarles,West Ham,Premier League,"DF,FW",18.0,665,0,0,0.1,0.1,0.1,0.41,0.0,12,22,44,2,0.1,78.8,11,11,26,219,466
Kevin Schade,Brentford,Premier League,FW,22.0,2293,11,2,8.2,3.7,8.2,2.16,1.06,61,38,165,23,1.8,59.7,25,5,34,434,883
András Schäfer,Union Berlin,Bundesliga,MF,25.0,1534,1,1,0.6,0.9,0.6,0.7,0.06,23,55,42,10,1.3,73.5,26,22,36,362,799
Fabian Schär,Newcastle Utd,Premier League,DF,32.0,2934,4,0,3.7,0.4,3.7,1.23,0.34,18,118,22,5,1.0,83.7,21,45,138,1438,2319
Patrik Schick,Leverkusen,Bundesliga,FW,28.0,1684,21,0,12.7,0.6,11.9,3.63,1.71,7,21,107,11,0.9,78.0,5,4,17,312,578
Keven Schlotterbeck,Augsburg,Bundesliga,DF,27.0,1297,3,1,0.8,0.6,0.8,0.83,0.28,3,59,2,7,0.5,84.5,17,15,73,424,845
Nico Schlotterbeck,Dortmund,Bundesliga,DF,24.0,1982,0,4,1.3,2.1,1.3,0.77,0.18,37,195,14,18,2.1,89.2,24,22,79,1467,2297
Romano Schmid,Werder Bremen,Bundesliga,MF,24.0,2834,5,4,4.3,6.2,3.5,1.49,0.41,107,279,201,68,8.8,74.5,25,11,9,1315,1988
Jan Schöppner,Heidenheim,Bundesliga,MF,25.0,2681,4,3,3.9,3.4,3.9,1.38,0.44,35,107,48,25,2.1,74.7,30,43,95,704,1440
Léo Scienza,Heidenheim,Bundesliga,"FW,MF",25.0,1153,3,3,2.0,3.7,2.0,2.97,1.17,70,30,90,34,4.1,66.3,12,5,9,368,584
Alex Scott,Bournemouth,Premier League,MF,20.0,755,0,0,0.7,0.9,0.7,1.79,0.72,15,52,33,12,1.0,83.6,14,10,15,247,485
Nicolas Seiwald,RB Leipzig,Bundesliga,"MF,DF",23.0,2084,0,0,0.2,1.7,0.2,0.22,0.0,17,140,30,20,2.7,82.7,31,31,76,760,1607
Matz Sels,Nott'ham Forest,Premier League,GK,32.0,3420,0,0,0.0,0.4,0.0,0.0,0.0,1,2,0,2,0.3,52.0,1,0,26,528,1102
Nélson Semedo,Wolves,Premier League,DF,30.0,2886,0,4,0.9,2.8,0.9,0.56,0.22,67,80,119,25,1.7,80.8,36,23,104,901,1717
Antoine Semenyo,Bournemouth,Premier League,FW,24.0,3203,11,5,10.0,5.8,10.0,3.51,1.12,140,109,282,46,4.3,73.4,35,11,39,979,1653
Marcos Senesi,Bournemouth,Premier League,DF,27.0,1106,0,0,0.8,0.2,0.8,0.24,0.0,12,62,7,3,0.5,76.3,21,14,58,554,889
Benjamin Šeško,RB Leipzig,Bundesliga,"FW,MF",21.0,2380,13,5,10.0,2.1,8.4,2.5,1.1,47,46,141,19,1.7,67.6,3,5,20,444,901
Armindo Sieb,Mainz 05,Bundesliga,"FW,MF",21.0,762,2,2,2.8,1.1,2.8,3.43,0.83,28,18,64,8,0.6,69.7,4,1,7,184,333
Tim Siersleben,Heidenheim,Bundesliga,DF,24.0,1182,0,0,0.6,0.5,0.6,0.3,0.15,8,31,12,6,0.6,80.8,14,20,66,472,869
Kiliann Sildillia,Freiburg,Bundesliga,DF,22.0,801,2,0,0.5,0.7,0.5,0.79,0.22,11,29,34,7,0.7,73.2,10,11,38,253,576
Bernardo Silva,Manchester City,Premier League,"MF,FW",29.0,2670,4,4,3.9,5.1,3.9,1.08,0.37,101,134,200,53,4.5,86.8,37,23,32,1288,2054
Jota Silva,Nott'ham Forest,Premier League,"FW,MF",24.0,854,3,1,2.1,2.9,2.1,2.42,0.74,21,18,59,14,1.8,60.2,14,12,17,175,357
Xavi Simons,RB Leipzig,Bundesliga,MF,21.0,2150,10,6,5.1,6.3,5.1,2.09,0.96,85,140,185,51,6.0,78.6,21,12,19,869,1557
Danel Sinani,St. Pauli,Bundesliga,"FW,MF",27.0,1250,2,2,1.7,3.0,1.7,2.52,0.86,16,60,64,24,2.5,71.4,11,1,13,297,693
Ibrahima Sissoko,Bochum,Bundesliga,MF,26.0,2610,2,1,1.7,1.6,1.7,0.86,0.28,35,105,69,27,2.7,75.0,44,36,61,691,1429
Tim Skarke,Union Berlin,Bundesliga,"FW,MF",27.0,1164,0,2,2.1,1.2,2.1,1.55,0.7,26,25,96,16,1.2,70.0,11,5,17,293,487
Ellyes Skhiri,Eint Frankfurt,Bundesliga,MF,29.0,2231,1,2,1.4,1.4,1.4,0.52,0.08,17,105,27,22,2.0,88.5,22,31,45,823,1544
Oliver Skipp,Leicester City,Premier League,MF,23.0,1129,0,0,0.4,0.3,0.4,0.4,0.08,16,35,19,9,0.3,83.5,4,11,11,347,612
Leo Skiri Østigård,Hoffenheim,Bundesliga,DF,24.0,927,0,0,0.3,0.1,0.3,0.49,0.0,0,51,1,3,0.3,83.9,7,9,111,344,747
Robert Skov,Union Berlin,Bundesliga,"DF,MF",28.0,852,2,2,1.7,2.4,0.9,1.69,0.53,25,36,45,19,3.5,65.9,11,8,9,263,564
Steven Skrzybski,Holstein Kiel,Bundesliga,"MF,FW",31.0,1323,6,3,3.5,2.9,2.7,2.18,0.82,17,64,71,22,3.3,70.0,6,11,11,313,619
William Smallbone,Southampton,Premier League,MF,24.0,690,1,0,0.6,0.7,0.6,0.91,0.13,5,27,25,10,0.9,75.8,13,2,14,193,431
Adam Smith,Bournemouth,Premier League,DF,33.0,1590,0,0,0.7,0.4,0.7,0.17,0.0,15,49,34,8,0.7,75.7,12,15,49,366,825
Eric Smith,St. Pauli,Bundesliga,"DF,MF",27.0,2827,1,1,1.4,1.5,1.4,0.76,0.29,16,118,11,28,2.8,80.8,29,37,104,838,1956
Emile Smith Rowe,Fulham,Premier League,MF,24.0,2043,6,3,4.5,1.4,4.5,1.63,0.48,53,126,127,24,2.0,90.1,18,11,16,779,1223
Dominic Solanke,Tottenham,Premier League,FW,26.0,2201,9,3,10.9,2.9,10.1,2.41,0.98,31,47,88,14,1.2,70.6,11,1,23,385,655
Carlos Soler,West Ham,Premier League,"MF,FW",27.0,1409,1,1,1.8,1.4,1.8,1.6,0.51,17,56,37,18,1.9,85.2,11,8,21,367,794
Tomáš Souček,West Ham,Premier League,MF,29.0,2567,9,1,6.7,1.0,6.7,1.93,0.6,9,74,68,14,1.3,73.8,21,20,85,506,1280
Boubakary Soumaré,Leicester City,Premier League,MF,25.0,2171,0,0,0.3,0.4,0.3,0.29,0.0,34,105,23,11,1.0,87.0,20,27,34,847,1441
Djed Spence,Tottenham,Premier League,DF,23.0,1792,1,2,0.6,1.8,0.6,0.5,0.15,59,105,70,11,1.4,85.4,34,21,74,794,1428
Anton Stach,Hoffenheim,Bundesliga,"MF,DF",25.0,2585,1,2,2.0,2.2,2.0,1.22,0.35,33,152,36,26,3.2,82.6,46,46,101,1002,1925
Jens Stage,Werder Bremen,Bundesliga,MF,27.0,2204,10,5,7.2,2.8,7.2,1.8,0.61,28,104,89,23,3.9,77.0,30,18,42,668,1271
