player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore,league_lsc,lsc_adj_goals_p90,lsc_adj_assists_p90,lsc_adj_xg_p90,lsc_adj_xag_p90,lsc_adj_npxg_p90,lsc_adj_shots_p90,lsc_adj_shots_on_target_p90,lsc_adj_prog_carries_p90,lsc_adj_prog_passes_p90,lsc_adj_prog_receptions_p90,lsc_adj_key_passes_p90,lsc_adj_xa_p90,lsc_adj_carries_p90,lsc_adj_touches_p90,lsc_adj_tackles_won_p90,lsc_adj_interceptions_p90,lsc_adj_clearances_p90,team_strength_ratio,poss_adj_touches_p90,pos_gk,pos_df,pos_mf,pos_fw,position_primary,age_curve_score,play_style_progressive,play_style_direct_carry,play_style_defensive,shots_p90_pct,shots_on_target_p90_pct,goals_p90_pct,assists_p90_pct,xg_p90_pct,xag_p90_pct,npxg_p90_pct,prog_carries_p90_pct,prog_passes_p90_pct,prog_receptions_p90_pct,key_passes_p90_pct,xa_p90_pct,tackles_won_p90_pct,interceptions_p90_pct,clearances_p90_pct,carries_p90_pct,touches_p90_pct,poss_adj_touches_p90_pct
Armin Gigovic,Holstein Kiel,Bundesliga,MF,22.0,1895,5,1,1.9,2.1,1.9,1.23,0.47,37,50,45,16,1.7,77.7,13,21,33,476,935,0.23746701846965698,0.047493403693931395,0.09023746701846966,0.09973614775725595,0.09023746701846966,1.7572559366754616,2.37467018469657,2.1372031662269126,0.7598944591029023,0.08073878627968338,0.6174142480211081,0.9973614775725594,1.567282321899736,22.60686015831135,44.40633245382586,0.5019388715184027,-0.4735437591071534,-0.3115246091027349,0.016632449072439246,-0.28196335668355715,0.28526497819088315,-0.535124165640965,-0.46610962523357985,-0.21119009890413043,-0.34233069928042303,-0.5126695722487514,0.41128125860077475,-0.43772906919539195,-0.7152689539536662,-0.699760761242907,0.022168033848938142,0.14038968138251137,0.054970109607779455,0.88,0.20897097625329814,0.04179419525065963,0.0794089709762533,0.08776781002638524,0.0794089709762533,1.0824,0.41359999999999997,1.5463852242744063,2.0897097625329817,1.8807387862796832,0.6687071240105541,0.07105013192612138,19.894036939313988,39.07757255936676,0.7016071000239865,1.1333653154233632,1.7810026385224276,0.9080600159224695,47.0460704376238,0,0,1,0,MF,0.649519052838329,0.053475935827672766,0.07773109243353639,0.8073878627968338,0.6318181818181818,0.6590909090909091,0.793939393939394,0.4090909090909091,0.5727272727272728,0.5878787878787879,0.5727272727272728,0.6727272727272727,0.296969696969697,0.4212121212121212,0.4666666666666667,0.42727272727272725,0.3,0.6575757575757576,0.4575757575757576,0.22424242424242424,0.30303030303030304,0.32727272727272727
Benedikt Gimber,Heidenheim,Bundesliga,DF,27.0,2671,0,0,0.7,0.3,0.7,0.47,0.03,7,46,8,3,0.5,82.5,46,31,131,865,1643,0.0,0.0,0.02358667165855485,0.010108573567952077,0.02358667165855485,0.23586671658554847,1.5499812804193185,0.26956196181205544,0.10108573567952077,0.016847622613253465,1.5499812804193185,1.0445526020217148,4.414077124672407,29.14638712092849,55.36128790715088,-0.7696298623010193,-0.9032492487568731,-0.7363278855663584,-1.0333681208553938,-0.7521234912873717,-1.0423973878167356,-0.9708642350133986,-1.0602370804222312,-1.1864099768779968,-1.0848668989644161,1.406186834857943,0.49900557243881016,1.0453746642142545,-0.09899941573681555,-0.04713173739761746,-0.7510924514519874,-0.9163537990083989,0.6331417803828338,0.88,0.0,0.0,0.020756271059528267,0.008895544739797827,0.020756271059528267,0.41359999999999997,0.0264,0.20756271059528267,1.3639835267690004,0.2372145263946088,0.08895544739797828,0.01482590789966305,25.648820666417073,48.717933358292775,1.761342364112862,1.1869915932064943,5.015996732582281,0.7741630451877886,57.432555707563786,0,1,0,0,DF,1.0,0.027997565428587397,0.008092485548855298,1.2972669412205167,0.2409090909090909,0.15,0.16515151515151516,0.1712121212121212,0.17575757575757575,0.12424242424242424,0.18484848484848485,0.12121212121212122,0.12727272727272726,0.1606060606060606,0.08484848484848485,0.10606060606060606,0.9424242424242424,0.6909090909090909,0.8272727272727273,0.5696969696969697,0.5121212121212121,0.5363636363636364
Matthias Ginter,Freiburg,Bundesliga,DF,30.0,2561,2,1,2.8,0.7,2.8,0.84,0.14,11,113,16,9,1.5,82.6,17,19,146,991,1816,0.07028504490433425,0.035142522452167126,0.09839906286606794,0.024599765716516984,0.09839906286606794,0.38656774697383833,3.971105037094885,0.562280359234674,0.3162827020695041,0.05271378367825068,0.5974228816868411,0.6677079265911753,5.130808278016399,34.82623975009762,63.8188207731355,-0.39327332179530977,-0.5852906767591305,-0.2595061352269254,-0.8636016159314801,-0.2243907953725102,-0.9108859481909978,0.30838255516578056,-0.9671185327394667,-0.8678587011561709,-0.6680342509710265,-0.5538039465560615,-0.20151684489157196,1.4187723704135797,0.4362564486287905,0.45671617343908893,-0.37463668887127366,-0.6521679289106713,0.64518702352398,0.88,0.06185083951581414,0.03092541975790707,0.08659117532213978,0.021647793830534945,0.08659117532213978,0.7392,0.12320000000000002,0.3401796173369777,3.494572432643499,0.4948067161265131,0.2783287778211636,0.0463881296368606,30.647090980085906,56.16056228035924,0.6788896382805013,0.7587590074899719,5.830463952291363,0.8014920759123395,64.97562110303123,0,1,0,0,DF,0.9319586182560229,0.06222466960254921,0.011099899091507716,0.6325654041390082,0.4893939393939394,0.3303030303030303,0.47878787878787876,0.3696969696969697,0.6,0.22121212121212122,0.603030303030303,0.17575757575757575,0.6696969696969697,0.23333333333333334,0.24242424242424243,0.2818181818181818,0.2878787878787879,0.4636363636363636,0.8848484848484849,0.7454545454545455,0.706060606060606,0.7242424242424242
Jamie Gittens,Dortmund,Bundesliga,"FW,MF",19.0,1776,8,3,3.6,2.5,3.6,2.64,1.22,113,42,180,21,4.1,76.5,19,10,4,627,873,0.40540540540540543,0.15202702702702703,0.18243243243243246,0.12668918918918917,0.18243243243243246,5.726351351351352,2.1283783783783785,9.121621621621623,1.0641891891891893,0.20777027027027026,0.9628378378378378,0.5067567567567567,0.20270270270270271,31.773648648648646,44.23986486486486,1.4012014445348406,0.4722438304428208,0.2760861338720795,0.33239140072100204,0.3683874323018089,3.7489536513938866,-0.6652571263420722,1.7557490235620887,0.23925061171792833,1.1340154799041247,0.1980764068162688,-0.500711473118028,-1.148638449033628,0.1485874904291049,-0.7096778787107394,1.4567697236835502,1.9416569775033812,-0.08957280808598453,0.88,0.3567567567567568,0.13378378378378378,0.16054054054054057,0.11148648648648647,0.16054054054054057,2.3232,1.0735999999999999,5.03918918918919,1.8729729729729732,8.027027027027028,0.9364864864864866,0.18283783783783783,27.96081081081081,38.93108108108108,1.0941339066339066,0.5758599508599508,0.23034398034398038,1.2441796019930424,41.801199158573674,0,0,1,1,FW,0.22963966338592295,0.048109965634651364,0.18022328548077132,0.7347972972972973,0.906060606060606,0.9484848484848485,0.9,0.7424242424242424,0.7272727272727273,0.6757575757575758,0.7393939393939394,1.0,0.23636363636363636,0.9606060606060606,0.6424242424242425,0.8575757575757575,0.5606060606060606,0.36666666666666664,0.01818181818181818,0.6545454545454545,0.29393939393939394,0.21515151515151515
Serge Gnabry,Bayern Munich,Bundesliga,"FW,MF",29.0,1242,7,5,7.5,5.1,6.8,3.48,1.23,44,48,149,24,4.3,83.4,11,6,9,468,758,0.5072463768115942,0.3623188405797101,0.5434782608695652,0.36956521739130427,0.49275362318840576,3.1884057971014492,3.4782608695652173,10.797101449275363,1.7391304347826086,0.3115942028985507,0.7971014492753623,0.43478260869565216,0.6521739130434783,33.91304347826087,54.92753623188406,1.9465310481844291,2.3748985084340233,2.5772357307433467,3.177720757682035,2.5574183662671093,1.5341786583419403,0.04797896462956131,2.288746777022833,1.2383511028997112,2.340646005097658,-0.1429439381405889,-0.6345053342823292,-0.9144760044951945,0.3501989940203365,-0.07297200061244632,2.3114260495424674,1.965673874784993,0.7415489686531571,0.88,0.44637681159420295,0.3188405797101449,0.47826086956521735,0.32521739130434774,0.43362318840579706,3.0624,1.0824,2.8057971014492753,3.0608695652173914,9.50144927536232,1.5304347826086957,0.27420289855072466,29.843478260869563,48.33623188405797,0.9057971014492754,0.4940711462450593,0.741106719367589,1.5237669106409122,48.815539680496485,0,0,1,1,FW,0.9759437387837656,0.06332453825742232,0.09401709401432173,0.6159420289855072,0.9757575757575757,0.9515151515151515,0.9484848484848485,0.9727272727272728,0.9636363636363636,0.990909090909091,0.9666666666666667,0.9121212121212121,0.5484848484848485,0.9818181818181818,0.8727272727272727,0.9727272727272728,0.4121212121212121,0.32272727272727275,0.16363636363636364,0.706060606060606,0.5,0.36363636363636365
João Gomes,Wolves,Premier League,MF,23.0,2974,3,1,2.9,1.2,2.9,1.06,0.21,59,165,76,23,1.9,85.0,71,25,33,1059,1998,0.09078681909885676,0.03026227303295225,0.08776059179556153,0.0363147276395427,0.08776059179556153,1.7854741089441828,4.993275050437122,2.299932750504371,0.6960322797579018,0.05749831876260928,2.14862138533961,0.7565568258238063,0.9986550100874244,32.04774714189644,60.4640215198386,-0.23742644454209924,-0.6034733935620686,-0.30462503103834193,-0.7149194244865013,-0.27818617005029256,0.04132270323527445,0.8781478278423305,-0.34424687885290445,-0.2940645369194022,-0.39448659246914497,2.1129491597030605,0.09167538081888235,-0.6559403436668563,0.1440422806435172,0.3958006310318034,-0.13778950442683335,-0.4855560038468103,0.6549210362005566,1.0,0.09078681909885676,0.03026227303295225,0.08776059179556153,0.0363147276395427,0.08776059179556153,1.06,0.21,1.7854741089441828,4.993275050437122,2.299932750504371,0.6960322797579018,0.05749831876260928,32.04774714189644,60.4640215198386,2.14862138533961,0.7565568258238063,0.9986550100874244,0.8680708584592879,61.646220729553605,0,0,1,0,MF,0.8184875533567997,0.08258258258121677,0.055712936731028326,1.4525891055817082,0.5460704607046071,0.44173441734417346,0.5691056910569106,0.37669376693766937,0.5636856368563685,0.3143631436314363,0.5691056910569106,0.6070460704607046,0.8265582655826558,0.43089430894308944,0.45799457994579945,0.4363143631436314,0.9728997289972899,0.5555555555555556,0.36585365853658536,0.6205962059620597,0.6666666666666666,0.6829268292682927
Rodrigo Gomes,Wolves,Premier League,"DF,FW",21.0,810,2,0,0.7,0.9,0.7,0.78,0.33,23,27,81,12,0.7,68.6,15,7,20,217,417,0.2222222222222222,0.0,0.07777777777777778,0.1,0.07777777777777778,2.555555555555556,3.0,9.0,1.3333333333333335,0.07777777777777778,1.6666666666666665,0.7777777777777777,2.2222222222222223,24.11111111111111,46.333333333333336,0.562580242754593,-0.891279865718134,-0.37301695444908184,0.029958492297771845,-0.35224807682702636,0.5558268699042956,-0.19134140847859304,1.7405902554631907,0.6484705213866256,-0.1163588490680023,1.263387789054552,0.1358572252072361,0.04998224885039551,-0.6440499574479014,-0.5193793705459339,-0.42809153536852274,-0.18501896372468615,-1.3613175264851496,1.0,0.2222222222222222,0.0,0.07777777777777778,0.1,0.07777777777777778,0.78,0.33,2.555555555555556,3.0,9.0,1.3333333333333335,0.07777777777777778,24.11111111111111,46.333333333333336,1.6666666666666665,0.7777777777777777,2.2222222222222223,0.8680708584592879,47.2392477709325,0,1,0,1,DF,0.49410588440130926,0.06474820143745148,0.10599078340574233,1.222222222222222,0.44850948509485095,0.5663956639566395,0.7723577235772358,0.17344173441734417,0.5230352303523035,0.6070460704607046,0.5284552845528455,0.7777777777777778,0.44579945799457993,0.940379403794038,0.7357723577235772,0.5555555555555556,0.8753387533875339,0.5745257452574526,0.6151761517615176,0.27100271002710025,0.33875338753387535,0.3523035230352303
Toti Gomes,Wolves,Premier League,DF,25.0,2614,0,1,0.7,0.9,0.7,0.24,0.07,27,86,18,9,0.6,85.9,43,25,152,1205,2027,0.0,0.03442999234889059,0.02410099464422341,0.03098699311400153,0.02410099464422341,0.9296097934200459,2.9609793420045905,0.6197398622800305,0.30986993114001526,0.020657995409334353,1.4804896710022952,0.8607498087222647,5.2333588370313695,41.48814078041316,69.78959449120123,-0.7900177606680123,-0.5638366950248906,-0.7407547921434622,-0.7772338599513142,-0.7504729562478316,-0.5304944186784831,-0.21227789374242992,-0.8670667843467803,-0.865178533559096,-0.8997424768963774,0.9352059547623998,0.30860429931240885,1.787221809103926,1.0814546707523855,0.9997753118117125,-0.9879597378989237,-0.836182550655955,0.765568274396724,1.0,0.0,0.03442999234889059,0.02410099464422341,0.03098699311400153,0.02410099464422341,0.24,0.07,0.9296097934200459,2.9609793420045905,0.6197398622800305,0.30986993114001526,0.020657995409334353,41.48814078041316,69.78959449120123,1.4804896710022952,0.8607498087222647,5.2333588370313695,0.8680708584592879,71.15412833099484,0,1,0,0,DF,1.0,0.042427232362490234,0.022406639003609306,1.17061973986228,0.13550135501355012,0.1951219512195122,0.17615176151761516,0.3956639566395664,0.2086720867208672,0.28184281842818426,0.2086720867208672,0.35501355013550134,0.43902439024390244,0.2872628726287263,0.2222222222222222,0.18699186991869918,0.8238482384823849,0.6476964769647696,0.926829268292683,0.8563685636856369,0.8292682926829268,0.8807588075880759
Nicolás González,Manchester City,Premier League,MF,22.0,760,1,0,0.5,0.1,0.5,1.07,0.24,9,50,11,1,0.5,92.0,6,8,21,425,713,0.11842105263157894,0.0,0.05921052631578947,0.011842105263157895,0.05921052631578947,1.0657894736842106,5.921052631578947,1.3026315789473684,0.11842105263157894,0.05921052631578947,0.7105263157894737,0.9473684210526315,2.486842105263158,50.328947368421055,84.43421052631578,-0.0692254035809661,-0.891279865718134,-0.5002205703507802,-1.0011569688718545,-0.489997417286365,-0.4395105192222914,1.375945729097075,-0.6545736918734016,-1.1483214514237605,-0.37100409115369054,-0.4220400645418029,0.488943525347894,0.20265155219168982,1.9593292543229113,1.948240068037865,-0.12742157475034444,-0.41042174381627927,1.515510666615187,1.0,0.11842105263157894,0.0,0.05921052631578947,0.011842105263157895,0.05921052631578947,1.07,0.24,1.0657894736842106,5.921052631578947,1.3026315789473684,0.11842105263157894,0.05921052631578947,50.328947368421055,84.43421052631578,0.7105263157894737,0.9473684210526315,2.486842105263158,1.122901446221945,78.20411977230748,0,0,1,0,MF,0.649519052838329,0.07012622720814561,0.021176470587814536,0.8289473684210527,0.551490514905149,0.483739837398374,0.6368563685636857,0.17344173441734417,0.42276422764227645,0.12466124661246612,0.4254742547425474,0.3956639566395664,0.9024390243902439,0.36314363143631434,0.10840108401084012,0.45799457994579945,0.36585365853658536,0.6991869918699187,0.6531165311653117,0.964769647696477,0.9728997289972899,0.959349593495935
Anthony Gordon,Newcastle Utd,Premier League,"FW,MF",23.0,2434,6,5,8.0,5.0,6.5,2.11,0.59,121,98,214,51,5.1,73.3,18,7,9,818,1267,0.2218570254724733,0.18488085456039444,0.29580936729663104,0.18488085456039444,0.24034511092851277,4.474116680361545,3.623664749383731,7.9129005751848815,1.8857847165160229,0.1885784716516023,0.6655710764174199,0.2588331963845522,0.33278553820870993,30.246507806080526,46.848808545603944,0.5603574029790422,0.8670119341835473,1.120710139427577,1.022744921190756,0.8538293529741674,1.8376493278605335,0.14328513309800167,1.4023212254442996,1.465517337389905,1.4032451468451783,-0.5012845107501847,-0.9445810506545628,-1.0401058387904136,-0.034817217763013414,-0.4859944002350313,0.9508431116045016,0.4661446232065826,-0.7834930603496116,1.0,0.2218570254724733,0.18488085456039444,0.29580936729663104,0.18488085456039444,0.24034511092851277,2.11,0.59,4.474116680361545,3.623664749383731,7.9129005751848815,1.8857847165160229,0.1885784716516023,30.246507806080526,46.848808545603944,0.6655710764174199,0.2588331963845522,0.33278553820870993,1.1162477987538215,46.44318123678022,0,0,1,1,FW,0.8184875533567997,0.07734806629669154,0.14792176038630753,0.46220213640098606,0.8211382113821138,0.7289972899728997,0.7696476964769647,0.8211382113821138,0.8536585365853658,0.8211382113821138,0.8265582655826558,0.948509485094851,0.5907859078590786,0.9051490514905149,0.9051490514905149,0.8915989159891599,0.32791327913279134,0.2032520325203252,0.051490514905149054,0.5691056910569106,0.3523035230352303,0.33604336043360433
Leon Goretzka,Bayern Munich,Bundesliga,"MF,DF",29.0,1325,4,1,2.8,1.7,2.8,2.17,0.75,35,127,28,12,2.4,89.9,11,20,25,794,1373,0.27169811320754716,0.06792452830188679,0.19018867924528302,0.11547169811320754,0.19018867924528302,2.3773584905660377,8.626415094339624,1.9018867924528304,0.8150943396226416,0.1630188679245283,0.7471698113207548,1.3584905660377358,1.6981132075471697,53.93207547169811,93.26037735849057,0.6852367040916174,-0.28868932205029285,0.325521088719461,0.20097679835695947,0.4231006285338739,0.82640646453392,2.768104174764592,-0.5409676429214149,-0.1294789453770435,0.6139195179362847,-0.24568362341569355,1.0825897273509777,-0.3695696870158208,2.2367451727681904,2.210663454799711,0.978569160405346,0.8128628052676362,1.5244897728277103,0.88,0.2390943396226415,0.05977358490566038,0.16736603773584904,0.10161509433962264,0.16736603773584904,1.9096,0.66,2.0920754716981134,7.591245283018869,1.6736603773584908,0.7172830188679246,0.1434566037735849,47.46022641509434,82.0691320754717,0.849056603773585,1.5437392795883362,1.9296740994854202,1.5237669106409122,82.88293930283419,0,1,1,0,MF,0.9759437387837656,0.09249817916870956,0.044080604533187705,1.0528301886792453,0.803030303030303,0.7954545454545454,0.8151515151515152,0.48484848484848486,0.7454545454545455,0.6393939393939394,0.7606060606060606,0.8303030303030303,0.9848484848484849,0.403030303030303,0.48787878787878786,0.7696969696969697,0.3787878787878788,0.8454545454545455,0.4818181818181818,0.9666666666666667,0.9757575757575757,0.9515151515151515
Mario Götze,Eint Frankfurt,Bundesliga,"MF,FW",32.0,1542,3,2,2.9,3.1,2.9,0.47,0.29,29,88,96,34,1.9,77.5,28,7,8,617,986,0.17509727626459143,0.11673151750972763,0.16926070038910507,0.18093385214007784,0.16926070038910507,1.6926070038910506,5.136186770428015,5.603112840466926,1.9844357976653697,0.11089494163424124,1.634241245136187,0.40856031128404674,0.4669260700389105,36.011673151750976,57.548638132295714,0.16796653870590855,0.15290107924081667,0.19213522378179174,0.9678758208803232,0.2754729625341957,0.2288481494615813,0.9239756505428212,0.636453377661349,1.6014711672694766,0.008140879402355857,1.5795607238573857,-0.6832503700181994,-1.0109851618459702,0.5479688858126838,0.08317716694491611,-0.7510924514519874,-0.29191446968649737,0.030879623325485172,0.88,0.15408560311284045,0.10272373540856031,0.14894941634241246,0.15922178988326852,0.14894941634241246,0.41359999999999997,0.2552,1.4894941634241246,4.519844357976654,4.930739299610894,1.7463035019455253,0.0975875486381323,31.69027237354086,50.64280155642023,1.8570923240183945,0.46427308100459863,0.5305978068623983,1.312823074265062,56.29690375769038,0,0,1,1,MF,0.8075499102701248,0.08924949289905768,0.04700162074423777,1.0214007782101169,0.2409090909090909,0.5515151515151515,0.7151515151515152,0.6606060606060606,0.7090909090909091,0.8545454545454545,0.7242424242424242,0.6545454545454545,0.8575757575757575,0.7333333333333333,0.9212121212121213,0.603030303030303,0.9606060606060606,0.30606060606060603,0.09393939393939393,0.7727272727272727,0.5606060606060606,0.5121212121212121
Jeffrey Gouweleeuw,Augsburg,Bundesliga,DF,33.0,2944,1,4,1.7,2.2,0.9,0.52,0.12,24,142,19,14,3.0,82.6,28,35,183,1169,2061,0.030570652173913044,0.12228260869565218,0.051970108695652176,0.0672554347826087,0.02751358695652174,0.733695652173913,4.341032608695652,0.5808423913043478,0.42798913043478265,0.09171195652173912,0.8559782608695653,1.0699728260869565,5.594429347826087,35.73709239130435,63.00611413043478,-0.6059326645708695,0.20312561929505463,-0.5554241621291814,-0.36388400965720047,-0.7244227111976522,-0.6079597476898779,0.503840824188281,-0.9612136443430145,-0.702502163566315,-0.21480170055124959,-0.02179860141662375,0.5462596215796619,1.6603065121973246,0.5220930450353636,0.4083000986172267,-0.7002200511032423,-0.7002017234738945,0.64518702352398,0.88,0.02690217391304348,0.10760869565217392,0.04573369565217392,0.05918478260869566,0.02421195652173913,0.4576,0.1056,0.6456521739130434,3.820108695652174,0.511141304347826,0.3766304347826087,0.08070652173913043,31.44864130434783,55.44538043478261,0.9727025691699607,1.2158782114624507,6.3573060770750995,0.6247067568035136,64.2730283657695,0,1,0,0,DF,0.7310428231800405,0.06889859291496665,0.020530367835182573,0.962975543478261,0.2818181818181818,0.2924242424242424,0.33636363636363636,0.6727272727272727,0.3787878787878788,0.4484848484848485,0.21212121212121213,0.3151515151515151,0.7484848484848485,0.24242424242424243,0.30303030303030304,0.5151515151515151,0.47878787878787876,0.696969696969697,0.9242424242424242,0.7606060606060606,0.6848484848484848,0.706060606060606
